Epoch,train_loss,val_loss,val_dice,val_iou,val_acc
1,1.4751276584771964,1.336984767633326,0.2546953856945038,0.16215693950653076,0.7484453986672794
2,1.2762458287752592,1.1915300874149097,0.37201279401779175,0.25664955377578735,0.8540416044347426
3,1.1800859249555147,1.1209700037451351,0.40616321563720703,0.286175012588501,0.8766211341409123
4,1.1220511564841638,1.0614952269722433,0.4556998312473297,0.330292284488678,0.9031152164234835
5,1.0843073019614586,1.029358330894919,0.45926934480667114,0.33057641983032227,0.9049536761115579
6,1.0417332759270301,0.980597594205071,0.4837515652179718,0.3599705100059509,0.9122212353874656
7,1.0112307906150817,0.957609639448278,0.48442235589027405,0.3583850860595703,0.9138103933895335
8,0.984451608474438,0.9203674127073849,0.5203984379768372,0.3909672796726227,0.9249669243307674
9,0.9571055027154776,0.8996620949576882,0.5145341753959656,0.3842771053314209,0.9240475822897518
10,0.9386947631835938,0.8645169419400832,0.5282014608383179,0.4016035795211792,0.9259170083438649
11,0.918088607604687,0.8458847894388086,0.5327256321907043,0.4054926931858063,0.9283502242144417
12,0.8923795415804936,0.818250884028042,0.5549789071083069,0.42802146077156067,0.9345181409050437
13,0.8870160249563364,0.8002383533646079,0.5633699297904968,0.435960978269577,0.9351032481474035
14,0.8703670886846689,0.7982351885122412,0.5602359771728516,0.43089160323143005,0.9351878446691176
15,0.8463784382893489,0.766290685709785,0.5740482211112976,0.4467906057834625,0.9374699312097886
16,0.8415292950776907,0.7502297233132755,0.5815097689628601,0.4557006359100342,0.9395247066722197
17,0.8236875543227562,0.743316138491911,0.580904483795166,0.45609670877456665,0.9382071775548598
18,0.8248595705399147,0.7435968763688031,0.570271372795105,0.44309887290000916,0.9351146922392004
19,0.7985260541622455,0.7138131611487445,0.5984796285629272,0.4727069139480591,0.9421357547535616
20,0.7881143267338092,0.7010714096181533,0.5977513194084167,0.4730086922645569,0.9419857473934398
21,0.785546078131749,0.6927491987452787,0.6096941232681274,0.4850585460662842,0.9435512318330652
22,0.777779901944674,0.6821157231050379,0.608860194683075,0.48518407344818115,0.9438845690558938
23,0.7600555383242094,0.6713080616558299,0.6072746515274048,0.4849907457828522,0.9425466200884651
24,0.7550144663223853,0.6661677605965558,0.6236637830734253,0.499276727437973,0.9456877988927505
25,0.7388224427516644,0.6512508392333984,0.6285065412521362,0.5048033595085144,0.9458602456485524
26,0.7358862840212308,0.6373518547591042,0.6332343220710754,0.5115265846252441,0.9468803405761719
27,0.7113230604391831,0.6399879280258628,0.6348837018013,0.5128275156021118,0.9469074922449449
28,0.6946831895754888,0.6478500786949607,0.6341678500175476,0.5124911069869995,0.9458638359518612
29,0.7040793524338649,0.6134200253907371,0.6504545211791992,0.5321532487869263,0.9486824484432445
30,0.69263053719814,0.6011531686081606,0.6601141095161438,0.5424842834472656,0.949611551621381
31,0.6792859407571646,0.6206135925124673,0.646682858467102,0.5261752605438232,0.9482578950769761
32,0.6763134878415328,0.5939300463480108,0.6622376441955566,0.5434333086013794,0.9502681283389821
33,0.66525886792403,0.6034675100270439,0.6526675224304199,0.53485107421875,0.946600409115062
34,0.6476990200006045,0.5962209982030532,0.6449570655822754,0.5301547646522522,0.9479646121754366
35,0.6505960400287921,0.5649741239407483,0.6739001870155334,0.5609650611877441,0.9522820641012752
36,0.6344809885208423,0.5880171989693361,0.6577473282814026,0.5433232188224792,0.9465416178983801
37,0.6338156878948211,0.5462703371749205,0.6817730665206909,0.5655023455619812,0.9521663890165442
38,0.619202398795348,0.5423336274483624,0.688772439956665,0.5736932754516602,0.9541803247788373
39,0.6138948899049025,0.5592280556173885,0.677490234375,0.5622368454933167,0.9499653086942785
40,0.6140162995228401,0.5417763958959019,0.6837083101272583,0.5650342702865601,0.9524649451760685
41,0.6030996047533476,0.5329360751544728,0.694045901298523,0.5800864696502686,0.9528620102826286
42,0.5924562435883742,0.5353121617261101,0.6831457018852234,0.5691762566566467,0.9504924100988051
43,0.5897413776471064,0.5070753167657291,0.7014278769493103,0.5918468832969666,0.9557102427763098
44,0.5810251630269564,0.515608689364265,0.6987506747245789,0.5842738747596741,0.9538560755112592
45,0.5596486357542184,0.5287332902936375,0.7021802663803101,0.5874987244606018,0.9546294492833755
46,0.5667548610613896,0.5130893921150881,0.7053972482681274,0.5941818356513977,0.9541045918184168
47,0.5559353392857772,0.5034098782960106,0.7007418274879456,0.5889047384262085,0.9543800354003906
48,0.5423007011413574,0.4861125735675587,0.7078601717948914,0.5959433913230896,0.955565845265108
49,0.5390618899693855,0.49370955544359546,0.713009774684906,0.5985410213470459,0.9551782047047335
50,0.5456595177833851,0.500986257020165,0.7102805376052856,0.6001518964767456,0.9534697813146255
